2025-06-09 18:27:34,279 - scanner-obd2 - INFO - Iniciando Scanner OBD2...
2025-06-09 18:27:55,527 - scanner-obd2 - INFO - PIDs disponibles: 10
2025-06-09 18:27:59,546 - scanner-obd2 - INFO - Conexión ELM327 real exitosa.
2025-06-09 18:27:59,628 - scanner-obd2 - INFO - Respuesta a 0100: 41 00 BF BE B9 93 41 00 98 18 00 01
2025-06-09 18:27:59,628 - scanner-obd2 - INFO - PIDs soportados detectados: ['0100', '0102', '0103', '0104', '0105', '0106', '0107', '0108', '010A', '010B', '010C', '010D', '010E', '0110', '0112', '0113', '0114', '0117', '0118', '011B', '011E', '011F']
2025-06-09 18:27:59,973 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=710.0 | unidad=rpm
2025-06-09 18:28:00,054 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=16.0 | unidad=km/h
2025-06-09 18:28:01,016 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=710.0 | unidad=rpm
2025-06-09 18:28:01,101 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=8.0 | unidad=km/h
2025-06-09 18:28:01,911 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=702.0 | unidad=rpm
2025-06-09 18:28:01,994 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=5.33 | unidad=km/h
2025-06-09 18:28:02,872 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=699.0 | unidad=rpm
2025-06-09 18:28:02,955 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=4.0 | unidad=km/h
2025-06-09 18:28:03,839 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=693.8 | unidad=rpm
2025-06-09 18:28:03,922 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=3.2 | unidad=km/h
2025-06-09 18:28:04,717 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=686.4 | unidad=rpm
2025-06-09 18:28:04,801 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=0.0 | unidad=km/h
2025-06-09 18:28:05,629 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=681.0 | unidad=rpm
2025-06-09 18:28:05,711 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=0.0 | unidad=km/h
2025-06-09 18:28:06,655 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=681.2 | unidad=rpm
2025-06-09 18:28:07,639 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=684.8 | unidad=rpm
2025-06-09 18:28:12,399 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=687.4 | unidad=rpm
2025-06-09 18:28:12,791 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=694.6 | unidad=rpm
