2025-06-09 18:26:24,353 - scanner-obd2 - INFO - Iniciando Scanner OBD2...
2025-06-09 18:26:31,248 - scanner-obd2 - INFO - PIDs disponibles: 10
2025-06-09 18:26:37,284 - scanner-obd2 - INFO - Conexión ELM327 real exitosa.
2025-06-09 18:26:37,388 - scanner-obd2 - INFO - Respuesta a 0100: 41 00 BF BE B9 93 41 00 98 18 00 01
2025-06-09 18:26:37,389 - scanner-obd2 - INFO - PIDs soportados detectados: ['0100', '0102', '0103', '0104', '0105', '0106', '0107', '0108', '010A', '010B', '010C', '010D', '010E', '0110', '0112', '0113', '0114', '0117', '0118', '011B', '011E', '011F']
2025-06-09 18:26:37,740 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=711.0 | unidad=rpm
2025-06-09 18:26:37,823 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=0.0 | unidad=km/h
2025-06-09 18:26:38,789 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=711.0 | unidad=rpm
2025-06-09 18:26:39,677 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=711.0 | unidad=rpm
2025-06-09 18:26:39,762 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=0.0 | unidad=km/h
2025-06-09 18:26:40,623 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=708.0 | unidad=rpm
2025-06-09 18:26:40,709 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=0.0 | unidad=km/h
2025-06-09 18:26:41,602 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=705.0 | unidad=rpm
2025-06-09 18:26:41,688 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=0.0 | unidad=km/h
2025-06-09 18:26:42,504 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=701.4 | unidad=rpm
2025-06-09 18:26:42,590 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=0.0 | unidad=km/h
2025-06-09 18:26:43,397 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=700.8 | unidad=rpm
2025-06-09 18:26:43,480 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=0.0 | unidad=km/h
2025-06-09 18:26:44,361 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=699.0 | unidad=rpm
2025-06-09 18:26:45,362 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=2.0 | unidad=km/h
2025-06-09 18:26:46,330 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=701.0 | unidad=rpm
2025-06-09 18:26:46,416 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=2.0 | unidad=km/h
2025-06-09 18:26:47,217 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=704.2 | unidad=rpm
2025-06-09 18:26:47,302 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=2.0 | unidad=km/h
2025-06-09 18:26:48,123 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=698.8 | unidad=rpm
2025-06-09 18:26:48,205 - scanner-obd2 - INFO - LOG_OBD2 | PID=010D | valor=2.0 | unidad=km/h
2025-06-09 18:26:56,018 - scanner-obd2 - INFO - LOG_OBD2 | PID=010C | valor=690.4 | unidad=rpm
