timestamp,rpm,velocidad,temp_motor,carga_motor,acelerador,temp_admision,combustible,voltaje,presion_colector
2025-06-06 15:59:32.685,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:32.901,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:33.102,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:33.304,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:33.507,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:33.707,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:33.915,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:34.115,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:34.315,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:34.517,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:34.721,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:34.923,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:35.128,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:35.328,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:35.532,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:35.734,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:35.935,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:36.139,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:36.344,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:36.547,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:36.764,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:36.980,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:38.398,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:38.915,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:39.427,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:39.925,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:40.438,0,0,0,0,0,0,0,0,0
2025-06-06 15:59:40.942,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:26.501,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:26.709,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:26.909,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:27.112,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:27.315,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:27.516,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:27.720,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:27.924,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:28.125,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:28.326,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:28.543,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:28.747,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:28.947,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:29.149,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:29.342,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:29.552,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:29.754,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:29.954,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:30.158,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:30.358,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:30.566,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:30.769,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:30.974,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:31.179,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:34.935,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:35.433,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:35.924,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:36.428,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:36.924,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:37.439,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:37.953,0,0,0,0,0,0,0,0,0
2025-06-06 16:00:38.518,0,0,0,0,0,0,0,0,0
