timestamp,rpm,velocidad,temp_motor,carga_motor,acelerador,temp_admision,combustible,voltaje,presion_colector
2025-06-05 15:50:31.662,692,0,99,23.1,14.9,0,0,0,0
2025-06-05 15:50:33.278,707,0,99,23.1,14.9,0,0,0,0
2025-06-05 15:50:35.308,703,0,99,23.5,14.9,0,0,0,0
2025-06-05 15:50:37.339,711,0,99,22.7,14.9,0,0,0,0
2025-06-05 15:50:39.377,713,0,98,23.1,14.9,0,0,0,0
2025-06-05 15:50:41.406,716,0,98,23.1,14.9,0,0,0,0
2025-06-05 15:50:43.440,708,0,98,23.1,14.9,0,0,0,0
2025-06-05 15:50:45.849,735,0,98,22.7,14.9,0,0,0,0
2025-06-05 15:50:47.857,730,0,98,22.7,14.9,0,0,0,0
2025-06-05 15:50:50.825,720,0,97,22.7,14.9,0,0,0,0
2025-06-05 15:50:52.392,705,0,97,22.7,14.9,0,0,0,0
2025-06-05 15:50:54.429,742,0,96,22.0,14.9,0,0,0,0
2025-06-05 15:50:56.538,724,0,96,22.0,14.9,0,0,0,0
2025-06-05 15:50:58.503,737,0,96,21.6,14.5,0,0,0,0
2025-06-05 15:51:00.536,721,0,96,22.0,14.5,0,0,0,0
2025-06-05 15:51:02.567,717,0,95,21.6,14.5,0,0,0,0
2025-06-05 15:51:04.595,725,0,95,21.6,14.5,0,0,0,0
2025-06-05 15:51:06.624,726,0,95,22.0,14.5,0,0,0,0
2025-06-05 15:51:09.739,729,0,94,22.0,14.5,0,0,0,0
2025-06-05 15:51:11.698,733,0,94,21.6,14.5,0,0,0,0
2025-06-05 15:51:13.332,738,0,94,22.0,14.5,0,0,0,0
2025-06-05 15:51:15.362,724,0,94,21.6,14.5,0,0,0,0
2025-06-05 15:51:17.395,719,0,94,21.2,14.5,0,0,0,0
2025-06-05 15:51:21.556,726,0,93,21.6,14.5,0,0,0,0
2025-06-05 15:51:23.559,709,0,93,21.2,14.5,0,0,0,0
2025-06-05 15:51:25.468,715,0,93,20.4,14.5,0,0,0,0
