timestamp,rpm,vel
2025-06-01 19:35:47,0,0
2025-06-01 19:35:48,0,0
2025-06-01 19:35:48,728,0
2025-06-01 19:35:48,724,0
2025-06-01 19:35:48,719,0
2025-06-01 19:35:49,700,0
2025-06-01 19:35:49,705,0
2025-06-01 19:35:49,723,0
2025-06-01 19:35:49,725,0
2025-06-01 19:35:50,714,0
2025-06-01 19:35:50,712,0
2025-06-01 19:35:50,707,0
2025-06-01 19:35:50,720,0
2025-06-01 19:35:51,720,0
2025-06-01 19:35:51,725,0
2025-06-01 19:35:51,734,0
2025-06-01 19:35:51,700,0
2025-06-01 19:35:52,704,0
2025-06-01 19:35:52,724,0
2025-06-01 19:35:52,729,0
2025-06-01 19:35:53,717,0
2025-06-01 19:35:53,729,0
2025-06-01 19:35:53,729,0
2025-06-01 19:35:54,722,0
2025-06-01 19:35:54,716,0
2025-06-01 19:35:54,708,0
2025-06-01 19:35:55,711,0
2025-06-01 19:35:55,721,0
2025-06-01 19:35:55,726,0
2025-06-01 19:35:55,724,0
2025-06-01 19:35:56,724,0
2025-06-01 19:35:56,777,0
2025-06-01 19:35:56,742,0
2025-06-01 19:35:56,711,0
2025-06-01 19:35:57,691,0
2025-06-01 19:35:57,691,0
2025-06-01 19:35:57,714,0
2025-06-01 19:35:58,701,0
2025-06-01 19:35:58,695,0
2025-06-01 19:35:58,701,0
2025-06-01 19:35:59,702,0
2025-06-01 19:35:59,701,0
2025-06-01 19:35:59,710,0
2025-06-01 19:35:59,708,0
2025-06-01 19:36:00,708,0
2025-06-01 19:36:00,732,0
2025-06-01 19:36:00,722,0
2025-06-01 19:36:01,717,0
2025-06-01 19:36:01,709,0
2025-06-01 19:36:01,728,0
2025-06-01 19:36:02,732,0
2025-06-01 19:36:02,720,0
2025-06-01 19:36:02,722,0
2025-06-01 19:36:03,737,0
2025-06-01 19:36:03,739,0
2025-06-01 19:36:03,721,0
2025-06-01 19:36:04,708,0
2025-06-01 19:36:04,736,0
2025-06-01 19:36:04,723,0
2025-06-01 19:36:04,721,0
2025-06-01 19:36:05,716,0
2025-06-01 19:36:05,704,0
2025-06-01 19:36:05,709,0
2025-06-01 19:36:06,715,0
2025-06-01 19:36:06,735,0
2025-06-01 19:36:06,721,0
2025-06-01 19:36:07,721,0
2025-06-01 19:36:07,721,0
2025-06-01 19:36:07,721,0
2025-06-01 19:36:07,721,0
