timestamp,rpm,vel
2025-06-01 19:18:30,0,0
2025-06-01 19:18:31,698,0
2025-06-01 19:18:31,705,0
2025-06-01 19:18:31,705,0
2025-06-01 19:18:31,711,0
2025-06-01 19:18:31,696,0
2025-06-01 19:18:32,696,0
2025-06-01 19:18:32,709,0
2025-06-01 19:18:32,694,0
2025-06-01 19:18:32,679,0
2025-06-01 19:18:33,692,0
2025-06-01 19:18:33,700,0
2025-06-01 19:18:33,689,0
2025-06-01 19:18:33,703,0
2025-06-01 19:18:33,702,0
2025-06-01 19:18:34,690,0
2025-06-01 19:18:34,698,0
2025-06-01 19:18:34,698,0
2025-06-01 19:18:34,697,0
2025-06-01 19:18:35,700,0
2025-06-01 19:18:35,684,0
2025-06-01 19:18:35,742,0
2025-06-01 19:18:35,736,0
2025-06-01 19:18:35,709,0
2025-06-01 19:18:36,682,0
2025-06-01 19:18:36,683,0
2025-06-01 19:18:36,670,0
2025-06-01 19:18:36,685,0
2025-06-01 19:18:37,696,0
2025-06-01 19:18:37,700,0
2025-06-01 19:18:37,684,0
2025-06-01 19:18:37,664,0
2025-06-01 19:18:37,686,0
2025-06-01 19:18:38,695,0
2025-06-01 19:18:38,693,0
2025-06-01 19:18:38,692,0
2025-06-01 19:18:38,688,0
2025-06-01 19:18:38,697,0
2025-06-01 19:18:39,693,0
2025-06-01 19:18:39,681,0
2025-06-01 19:18:39,686,0
2025-06-01 19:18:39,712,0
2025-06-01 19:18:40,711,0
2025-06-01 19:18:40,698,0
2025-06-01 19:18:40,707,0
2025-06-01 19:18:40,715,0
2025-06-01 19:18:40,693,0
2025-06-01 19:18:41,699,0
2025-06-01 19:18:41,702,0
2025-06-01 19:18:41,694,0
2025-06-01 19:18:41,696,0
2025-06-01 19:18:42,708,0
2025-06-01 19:18:42,726,0
2025-06-01 19:18:42,700,0
2025-06-01 19:18:42,708,0
2025-06-01 19:18:42,724,0
2025-06-01 19:18:43,701,0
2025-06-01 19:18:43,696,0
2025-06-01 19:18:43,710,0
2025-06-01 19:18:43,714,0
2025-06-01 19:18:44,676,0
2025-06-01 19:18:44,704,0
2025-06-01 19:18:44,708,0
2025-06-01 19:18:44,698,0
2025-06-01 19:18:44,698,0
2025-06-01 19:18:45,710,0
2025-06-01 19:18:45,716,0
2025-06-01 19:18:45,686,0
2025-06-01 19:18:45,699,0
2025-06-01 19:18:45,706,0
2025-06-01 19:18:46,709,0
2025-06-01 19:18:46,715,0
2025-06-01 19:18:46,704,0
2025-06-01 19:18:46,706,0
2025-06-01 19:18:47,706,0
2025-06-01 19:18:47,707,0
2025-06-01 19:18:47,697,0
2025-06-01 19:18:47,692,0
2025-06-01 19:18:48,714,0
2025-06-01 19:18:48,710,0
2025-06-01 19:18:48,689,0
2025-06-01 19:18:48,696,0
2025-06-01 19:18:48,703,0
2025-06-01 19:18:49,711,0
2025-06-01 19:18:49,701,0
2025-06-01 19:18:49,675,0
2025-06-01 19:18:49,715,0
2025-06-01 19:18:49,703,0
2025-06-01 19:18:50,691,0
2025-06-01 19:18:50,710,0
2025-06-01 19:18:50,703,0
2025-06-01 19:18:50,697,0
2025-06-01 19:18:51,694,0
2025-06-01 19:18:51,705,0
2025-06-01 19:18:51,705,0
2025-06-01 19:18:51,694,0
2025-06-01 19:18:51,683,0
2025-06-01 19:18:52,706,0
2025-06-01 19:18:52,688,0
2025-06-01 19:18:52,710,0
2025-06-01 19:18:53,704,0
2025-06-01 19:18:53,720,0
2025-06-01 19:18:53,682,0
2025-06-01 19:18:53,693,0
2025-06-01 19:18:53,704,0
2025-06-01 19:18:54,698,0
2025-06-01 19:18:54,710,0
2025-06-01 19:18:54,701,0
2025-06-01 19:18:54,698,0
2025-06-01 19:18:55,692,0
2025-06-01 19:18:55,689,0
2025-06-01 19:18:55,689,0
2025-06-01 19:18:55,690,0
2025-06-01 19:18:56,696,0
2025-06-01 19:18:56,691,0
2025-06-01 19:18:56,694,0
2025-06-01 19:18:56,706,0
2025-06-01 19:18:56,710,0
2025-06-01 19:18:57,705,0
2025-06-01 19:18:57,699,0
2025-06-01 19:18:57,707,0
2025-06-01 19:18:57,700,0
2025-06-01 19:18:58,691,0
2025-06-01 19:18:58,705,0
2025-06-01 19:18:58,716,0
2025-06-01 19:18:58,720,0
2025-06-01 19:18:58,719,0
2025-06-01 19:18:59,686,0
2025-06-01 19:18:59,686,0
2025-06-01 19:18:59,671,0
2025-06-01 19:18:59,685,0
2025-06-01 19:19:00,694,0
2025-06-01 19:19:00,694,0
2025-06-01 19:19:00,685,0
2025-06-01 19:19:00,685,0
2025-06-01 19:19:00,684,0
2025-06-01 19:19:01,667,0
2025-06-01 19:19:01,667,0
2025-06-01 19:19:01,679,0
2025-06-01 19:19:01,700,0
2025-06-01 19:19:02,682,0
2025-06-01 19:19:02,687,0
2025-06-01 19:19:02,673,0
2025-06-01 19:19:02,685,0
2025-06-01 19:19:02,684,0
2025-06-01 19:19:03,696,0
2025-06-01 19:19:03,721,0
2025-06-01 19:19:03,708,0
2025-06-01 19:19:03,696,0
2025-06-01 19:19:03,709,0
