Timestamp,PID,Name,Value,Unit
2025-06-07 15:10:35.147,PID_SELECTION,FAST,010C,
2025-06-07 15:10:35.147,PID_SELECTION,SLOW,010F,
2025-06-07 15:10:35.147,PID_SELECTION,EXTENDED,221910,
2025-06-07 15:10:35.148,PID_SELECTION,FAST,010C,
2025-06-07 15:10:35.148,PID_SELECTION,SLOW,010F,
2025-06-07 15:10:35.148,PID_SELECTION,EXTENDED,221910,
2025-06-07 15:11:54.583,PID_SELECTION,FAST,010C,
2025-06-07 15:11:54.583,PID_SELECTION,SLOW,010F,
2025-06-07 15:11:54.583,PID_SELECTION,EXTENDED,221910,
2025-06-07 15:11:54.585,PID_SELECTION,FAST,010C,
2025-06-07 15:11:54.585,PID_SELECTION,SLOW,010F,
2025-06-07 15:11:54.585,PID_SELECTION,EXTENDED,221910,
