Timestamp,PID,Name,Value,Unit
2025-06-07 14:56:29.091,PID_SELECTION,FAST,010C,
2025-06-07 14:56:29.091,PID_SELECTION,SLOW,010F,
2025-06-07 14:56:29.091,PID_SELECTION,EXTENDED,"221910,221134,220298,22029A,22029C,2202A0,2202A2,221138,22190E,22110A,224903,2216A4,221202",
2025-06-07 14:56:29.092,PID_SELECTION,FAST,010C,
2025-06-07 14:56:29.092,PID_SELECTION,SLOW,010F,
2025-06-07 14:56:29.092,PID_SELECTION,EXTENDED,"221910,221134,220298,22029A,22029C,2202A0,2202A2,221138,22190E,22110A,224903,2216A4,221202",
2025-06-07 14:56:34.790,010C,RPM,693,RPM
2025-06-07 14:56:35.041,010C,RPM,707,RPM
2025-06-07 14:56:35.161,010C,RPM,700,RPM
2025-06-07 14:56:38.558,010F,Temp_Admision,55,°C
2025-06-07 14:56:38.671,010C,RPM,691,RPM
2025-06-07 14:56:42.063,010F,Temp_Admision,55,°C
2025-06-07 14:56:42.177,010C,RPM,695,RPM
2025-06-07 14:56:45.565,010F,Temp_Admision,55,°C
2025-06-07 14:56:45.702,010C,RPM,709,RPM
2025-06-07 14:56:49.043,010F,Temp_Admision,55,°C
2025-06-07 14:56:49.177,010C,RPM,695,RPM
2025-06-07 14:56:52.512,010F,Temp_Admision,55,°C
2025-06-07 14:56:52.610,010C,RPM,710,RPM
2025-06-07 14:56:55.829,010F,Temp_Admision,56,°C
2025-06-07 14:56:55.959,010C,RPM,687,RPM
2025-06-07 14:56:59.264,010F,Temp_Admision,56,°C
2025-06-07 14:56:59.390,010C,RPM,699,RPM
2025-06-07 14:57:02.811,010F,Temp_Admision,56,°C
2025-06-07 14:57:02.940,010C,RPM,698,RPM
2025-06-07 14:57:06.338,010F,Temp_Admision,56,°C
2025-06-07 14:57:06.478,010C,RPM,699,RPM
2025-06-07 14:57:10.015,010F,Temp_Admision,56,°C
2025-06-07 14:57:10.096,010C,RPM,705,RPM
2025-06-07 14:57:13.396,010F,Temp_Admision,56,°C
2025-06-07 14:57:13.575,010C,RPM,690,RPM
2025-06-07 14:57:17.092,010F,Temp_Admision,57,°C
2025-06-07 14:57:17.228,010C,RPM,697,RPM
2025-06-07 14:57:20.764,010F,Temp_Admision,57,°C
2025-06-07 14:57:20.882,010C,RPM,700,RPM
2025-06-07 14:57:24.408,010F,Temp_Admision,57,°C
2025-06-07 14:57:24.496,010C,RPM,711,RPM
2025-06-07 14:57:28.058,010F,Temp_Admision,57,°C
